id,block,trials,c_elastic,c_inelastic,total_actions,trial_reward,ss_transition,num_tries,rewarded,Reward
6295c814983374f0c2db15ec,1,0,0.34,0.33,3,150,1,3,1,1
6295c814983374f0c2db15ec,1,1,0.34,0.33,3,0,0,3,0,0
6295c814983374f0c2db15ec,1,2,0.34,0.33,3,150,0,3,1,1
6295c814983374f0c2db15ec,1,3,0.34,0.33,3,0,0,3,0,0
6295c814983374f0c2db15ec,1,4,0.34,0.33,3,150,0,3,1,1
6295c814983374f0c2db15ec,1,5,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,6,0.34,0.33,2,150,1,2,1,1
6295c814983374f0c2db15ec,1,7,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,8,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,9,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,10,0.34,0.33,2,150,1,2,1,1
6295c814983374f0c2db15ec,1,11,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,12,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,13,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,14,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,15,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,16,0.34,0.33,2,150,1,2,1,1
6295c814983374f0c2db15ec,1,17,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,18,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,19,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,20,0.34,0.33,2,150,1,2,1,1
6295c814983374f0c2db15ec,1,21,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,22,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,23,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,24,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,25,0.34,0.33,2,150,1,2,1,1
6295c814983374f0c2db15ec,1,26,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,27,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,1,28,0.34,0.33,2,0,0,2,0,0
6295c814983374f0c2db15ec,1,29,0.34,0.33,2,150,0,2,1,1
6295c814983374f0c2db15ec,2,0,0.4,0.6,3,150,0,3,1,1
6295c814983374f0c2db15ec,2,1,0.4,0.6,3,150,0,3,1,1
6295c814983374f0c2db15ec,2,2,0.4,0.6,3,150,0,3,1,1
6295c814983374f0c2db15ec,2,3,0.4,0.6,3,150,0,3,1,1
6295c814983374f0c2db15ec,2,4,0.4,0.6,3,150,1,3,1,1
6295c814983374f0c2db15ec,2,5,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,6,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,7,0.4,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,2,8,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,9,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,10,0.4,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,2,11,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,12,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,13,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,14,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,15,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,16,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,17,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,18,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,19,0.4,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,2,20,0.4,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,2,21,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,22,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,23,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,24,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,25,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,26,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,27,0.4,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,2,28,0.4,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,2,29,0.4,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,3,0,0.2,0.6,3,150,0,3,1,1
6295c814983374f0c2db15ec,3,1,0.2,0.6,3,150,0,3,1,1
6295c814983374f0c2db15ec,3,2,0.2,0.6,3,150,1,3,1,1
6295c814983374f0c2db15ec,3,3,0.2,0.6,3,150,0,3,1,1
6295c814983374f0c2db15ec,3,4,0.2,0.6,3,0,0,3,0,0
6295c814983374f0c2db15ec,3,5,0.2,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,3,6,0.2,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,3,7,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,8,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,9,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,10,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,11,0.2,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,3,12,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,13,0.2,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,3,14,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,15,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,16,0.2,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,3,17,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,18,0.2,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,3,19,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,20,0.2,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,3,21,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,22,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,23,0.2,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,3,24,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,25,0.2,0.6,1,150,1,1,1,1
6295c814983374f0c2db15ec,3,26,0.2,0.6,1,150,0,1,1,1
6295c814983374f0c2db15ec,3,27,0.2,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,3,28,0.2,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,3,29,0.2,0.6,1,0,0,1,0,0
6295c814983374f0c2db15ec,4,0,0,0.1,3,0,0,3,0,0
6295c814983374f0c2db15ec,4,1,0,0.1,3,0,0,3,0,0
6295c814983374f0c2db15ec,4,2,0,0.1,3,150,1,3,1,1
6295c814983374f0c2db15ec,4,3,0,0.1,3,0,0,3,0,0
6295c814983374f0c2db15ec,4,4,0,0.1,3,150,0,3,1,1
6295c814983374f0c2db15ec,4,5,0,0.1,3,0,0,3,0,0
6295c814983374f0c2db15ec,4,6,0,0.1,3,0,0,3,0,0
6295c814983374f0c2db15ec,4,7,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,8,0,0.1,0,150,1,0,1,1
6295c814983374f0c2db15ec,4,9,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,10,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,11,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,12,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,13,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,14,0,0.1,0,150,1,0,1,1
6295c814983374f0c2db15ec,4,15,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,16,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,17,0,0.1,0,150,1,0,1,1
6295c814983374f0c2db15ec,4,18,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,19,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,20,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,21,0,0.1,0,150,1,0,1,1
6295c814983374f0c2db15ec,4,22,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,23,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,24,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,25,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,26,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,27,0,0.1,0,0,0,0,0,0
6295c814983374f0c2db15ec,4,28,0,0.1,0,150,1,0,1,1
6295c814983374f0c2db15ec,4,29,0,0.1,0,0,0,0,0,0
5de8d53cd0e07e836599d816,1,0,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,1,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,2,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,3,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,4,0.34,0.33,3,150,1,3,1,1
5de8d53cd0e07e836599d816,1,5,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,6,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,7,0.34,0.33,3,150,1,3,1,1
5de8d53cd0e07e836599d816,1,8,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,9,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,10,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,11,0.34,0.33,3,150,1,3,1,1
5de8d53cd0e07e836599d816,1,12,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,13,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,14,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,15,0.34,0.33,3,150,1,3,1,1
5de8d53cd0e07e836599d816,1,16,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,17,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,18,0.34,0.33,3,150,0,3,1,1
5de8d53cd0e07e836599d816,1,19,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,20,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,21,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,22,0.34,0.33,0,0,0,0,0,0
5de8d53cd0e07e836599d816,1,23,0.34,0.33,0,0,0,0,0,0
5de8d53cd0e07e836599d816,1,24,0.34,0.33,0,150,1,0,1,1
5de8d53cd0e07e836599d816,1,25,0.34,0.33,0,0,0,0,0,0
5de8d53cd0e07e836599d816,1,26,0.34,0.33,0,0,0,0,0,0
5de8d53cd0e07e836599d816,1,27,0.34,0.33,0,0,0,0,0,0
5de8d53cd0e07e836599d816,1,28,0.34,0.33,3,0,0,3,0,0
5de8d53cd0e07e836599d816,1,29,0.34,0.33,0,150,1,0,1,1
5de8d53cd0e07e836599d816,2,0,0,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,2,1,0,0.2,3,0,0,3,0,0
5de8d53cd0e07e836599d816,2,2,0,0.2,3,0,0,3,0,0
5de8d53cd0e07e836599d816,2,3,0,0.2,3,0,0,3,0,0
5de8d53cd0e07e836599d816,2,4,0,0.2,3,150,1,3,1,1
5de8d53cd0e07e836599d816,2,5,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,6,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,7,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,8,0,0.2,0,150,1,0,1,1
5de8d53cd0e07e836599d816,2,9,0,0.2,3,0,0,3,0,0
5de8d53cd0e07e836599d816,2,10,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,11,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,12,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,13,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,14,0,0.2,0,150,1,0,1,1
5de8d53cd0e07e836599d816,2,15,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,16,0,0.2,0,150,1,0,1,1
5de8d53cd0e07e836599d816,2,17,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,18,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,19,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,20,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,21,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,22,0,0.2,0,150,1,0,1,1
5de8d53cd0e07e836599d816,2,23,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,24,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,25,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,26,0,0.2,0,150,1,0,1,1
5de8d53cd0e07e836599d816,2,27,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,28,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,2,29,0,0.2,0,0,0,0,0,0
5de8d53cd0e07e836599d816,3,0,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,1,0.7,0.2,3,0,0,3,0,0
5de8d53cd0e07e836599d816,3,2,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,3,0.7,0.2,3,150,1,3,1,1
5de8d53cd0e07e836599d816,3,4,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,5,0.7,0.2,1,0,0,1,0,0
5de8d53cd0e07e836599d816,3,6,0.7,0.2,2,0,0,2,0,0
5de8d53cd0e07e836599d816,3,7,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,8,0.7,0.2,3,150,1,3,1,1
5de8d53cd0e07e836599d816,3,9,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,10,0.7,0.2,3,150,1,3,1,1
5de8d53cd0e07e836599d816,3,11,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,12,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,13,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,14,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,15,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,16,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,17,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,18,0.7,0.2,3,150,1,3,1,1
5de8d53cd0e07e836599d816,3,19,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,20,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,21,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,22,0.7,0.2,3,150,1,3,1,1
5de8d53cd0e07e836599d816,3,23,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,24,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,25,0.7,0.2,3,150,1,3,1,1
5de8d53cd0e07e836599d816,3,26,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,27,0.7,0.2,3,0,0,3,0,0
5de8d53cd0e07e836599d816,3,28,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,3,29,0.7,0.2,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,0,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,1,0,0.9,3,0,0,3,0,0
5de8d53cd0e07e836599d816,4,2,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,3,0,0.9,3,150,1,3,1,1
5de8d53cd0e07e836599d816,4,4,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,5,0,0.9,3,150,1,3,1,1
5de8d53cd0e07e836599d816,4,6,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,7,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,8,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,9,0,0.9,2,0,0,2,0,0
5de8d53cd0e07e836599d816,4,10,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,11,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,12,0,0.9,3,150,1,3,1,1
5de8d53cd0e07e836599d816,4,13,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,14,0,0.9,3,0,0,3,0,0
5de8d53cd0e07e836599d816,4,15,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,16,0,0.9,3,150,1,3,1,1
5de8d53cd0e07e836599d816,4,17,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,18,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,19,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,20,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,21,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,22,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,23,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,24,0,0.9,3,150,1,3,1,1
5de8d53cd0e07e836599d816,4,25,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,26,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,27,0,0.9,3,150,1,3,1,1
5de8d53cd0e07e836599d816,4,28,0,0.9,3,150,0,3,1,1
5de8d53cd0e07e836599d816,4,29,0,0.9,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,0,0.34,0.33,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,1,1,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,2,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,3,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,4,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,5,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,6,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,7,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,8,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,9,0.34,0.33,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,1,10,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,11,0.34,0.33,0,0,0,0,0,0
60f346b11f71c731dbbd3dac,1,12,0.34,0.33,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,1,13,0.34,0.33,2,0,0,2,0,0
60f346b11f71c731dbbd3dac,1,14,0.34,0.33,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,1,15,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,16,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,17,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,18,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,19,0.34,0.33,3,0,1,3,0,0
60f346b11f71c731dbbd3dac,1,20,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,21,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,22,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,23,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,24,0.34,0.33,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,1,25,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,26,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,27,0.34,0.33,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,1,28,0.34,0.33,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,1,29,0.34,0.33,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,2,0,0,0.6,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,2,1,0,0.6,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,2,2,0,0.6,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,2,3,0,0.6,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,2,4,0,0.6,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,2,5,0,0.6,0,0,0,0,0,0
60f346b11f71c731dbbd3dac,2,6,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,7,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,8,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,9,0,0.6,1,150,1,1,1,1
60f346b11f71c731dbbd3dac,2,10,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,11,0,0.6,1,150,1,1,1,1
60f346b11f71c731dbbd3dac,2,12,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,13,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,14,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,15,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,16,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,17,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,18,0,0.6,1,0,1,1,0,0
60f346b11f71c731dbbd3dac,2,19,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,20,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,21,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,22,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,23,0,0.6,1,150,1,1,1,1
60f346b11f71c731dbbd3dac,2,24,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,25,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,26,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,2,27,0,0.6,1,150,1,1,1,1
60f346b11f71c731dbbd3dac,2,28,0,0.6,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,2,29,0,0.6,1,150,0,1,1,1
60f346b11f71c731dbbd3dac,3,0,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,1,0.4,0.2,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,3,2,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,3,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,4,0.4,0.2,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,3,5,0.4,0.2,0,150,1,0,1,1
60f346b11f71c731dbbd3dac,3,6,0.4,0.2,0,0,0,0,0,0
60f346b11f71c731dbbd3dac,3,7,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,8,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,9,0.4,0.2,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,3,10,0.4,0.2,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,3,11,0.4,0.2,2,150,1,2,1,1
60f346b11f71c731dbbd3dac,3,12,0.4,0.2,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,3,13,0.4,0.2,2,0,0,2,0,0
60f346b11f71c731dbbd3dac,3,14,0.4,0.2,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,3,15,0.4,0.2,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,3,16,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,17,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,18,0.4,0.2,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,3,19,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,20,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,21,0.4,0.2,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,3,22,0.4,0.2,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,3,23,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,24,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,25,0.4,0.2,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,3,26,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,27,0.4,0.2,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,3,28,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,3,29,0.4,0.2,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,0,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,1,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,2,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,3,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,4,0.7,0.3,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,4,5,0.7,0.3,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,4,6,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,7,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,8,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,9,0.7,0.3,2,150,0,2,1,1
60f346b11f71c731dbbd3dac,4,10,0.7,0.3,2,150,1,2,1,1
60f346b11f71c731dbbd3dac,4,11,0.7,0.3,1,0,0,1,0,0
60f346b11f71c731dbbd3dac,4,12,0.7,0.3,2,0,0,2,0,0
60f346b11f71c731dbbd3dac,4,13,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,14,0.7,0.3,3,0,0,3,0,0
60f346b11f71c731dbbd3dac,4,15,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,16,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,17,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,18,0.7,0.3,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,4,19,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,20,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,21,0.7,0.3,3,150,0,3,1,1
60f346b11f71c731dbbd3dac,4,22,0.7,0.3,3,150,1,3,1,1
60f346b11f71c731dbbd3dac,4,23,0.7,0.3,3,150,0,3,1,1
