beta,pers,epsilon1,epsilon2,epsilon3,alpha1,alpha2,alpha3,scale1,scale2,scale3,participant
0.052069654536711,1.79190778755019,0.304125117289244,0.521006839366124,9.79440151360111,0.144892498203109,1.48467550708914,2.37599489701605,0.409198350413736,0.375036616710887,0.0705913574969482,17
0.0518574461883134,1.12497033467316,0.52690167361588,0.72978934622717,9.07402902354442,0.741008468994753,1.18968377410098,2.21195941625826,0.80053076841509,0.466405146371627,0.0770125699493186,28
0.0544813626473706,1.72457259112946,0.423155172735018,0.600861516943488,9.11429465186,-0.889290042862065,-0.31810345806623,1.55322769254135,0.811493619081514,0.320608320505906,0.0595818314924141,32
0.0592479177077544,1.24666506542997,0.22111680549356,1.497456023613,8.72905215126338,-0.214210150227332,0.638366231294716,2.18300546912252,0.76870600337379,0.313528389076992,0.075181890044767,36
0.0640632545411073,2.86563636836099,0.207961089991957,0.401718820098879,8.67008909112674,-0.208515268465994,0.877922424904316,2.69495455060587,0.922463844779529,0.681674084584672,0.0877185946991829,37
0.0568679337254178,2.13686583152376,0.298894720404511,0.302421664772891,9.08762781825553,-0.361991285784724,1.39328842848448,2.45667088422395,0.889856294564076,0.55220606903448,0.0777092007353836,40
0.0550198004728603,1.61063563455652,0.252968488328011,1.6855074296117,10.595063908682,-0.736430452125312,0.663845343240399,1.92872535344948,0.784923895487807,0.391116905555177,0.06313407887606,42
0.0591490105182474,2.80916530374513,0.398165663215197,1.66096886953592,9.72086279835372,1.26546507852383,0.876387946446088,1.93392822704131,0.903748898609592,0.549064825433075,0.0662302992031494,46
0.0650514057168642,2.16817015477979,0.415271988177167,1.04002415643119,10.0388545911016,-0.172124384476727,0.611947427860728,1.32643360135486,0.86117071001434,0.491799111743366,0.0484236672099248,47
0.0527429059330176,2.09519841612388,0.315086353314342,0.815312785464353,8.96036608291284,0.418084131981587,1.98430553337166,2.66576659426901,0.911996268538584,0.566034329874105,0.0770420246708302,48
0.0384714592218945,0.874215707276033,0.381912723788194,1.65392871518789,8.12564734859999,-0.018088644099718,-0.870573395612494,1.4807998498251,0.691357751269976,0.32992234499501,0.0702395941333151,49
0.0467333434266534,1.89581795051951,0.449906816289371,2.02150874945516,8.52759910290071,0.421426052045313,0.67717645231704,2.31848888548547,0.758914868681676,0.375687544247377,0.0622389543675337,51
0.0621328228388843,2.32194079688314,0.410670553719458,0.996222583507858,10.065415816734,0.579931397563487,1.17632934574711,1.99935998369066,0.915258184382407,0.539332255232472,0.0685167438044211,52
0.0540867190823184,1.43473179499934,0.360974282431776,1.53875368345096,9.89588978979708,0.169458857172707,0.911404046119036,2.15317459199009,0.701434127212663,0.480630633960447,0.057910314744624,69
0.0620460079281221,1.84727759128799,0.224099521376728,0.345982223478528,10.1884694028192,-1.01320296726581,0.362325084759585,2.03832257218157,0.680658414067026,0.386160688433363,0.0633037371829704,72
0.0506293565107513,1.87846403993226,0.285220000674651,1.81749209521071,8.93212042019131,0.883125005072386,-0.0318785000237769,2.17302222631906,0.85790902809199,0.484160597482987,0.0661452373926888,74
0.0485578874115189,2.61167238092566,0.365157469994139,0.737972738780036,9.66396113277434,0.635583458972484,-0.373010116720897,1.91880052628155,0.468722551092942,0.51397607277599,0.0670095389109433,75
0.0524992930864061,1.31376563322537,0.358078065779278,3.22421900606212,11.7602875906239,0.35966813824363,1.19066386678683,1.89533864684485,0.305347217994206,0.252167397043377,0.0456263122041453,77
0.0629241742971871,1.93150078790578,0.235563225550902,0.944152414149837,8.41881761428082,1.12099243940194,0.401196791477569,2.45024073341417,0.365833158323956,0.462371669294094,0.0601898083545383,79
0.0565154485154054,2.7338499344802,0.327708218222195,0.71635348991598,9.34420480488419,0.0937533165117018,0.441268551600677,2.28806840963971,0.547122790180122,0.62247207952022,0.0690729776921924,85
0.057241028580067,1.67292407203289,0.245943655848366,1.64307874796641,7.65012476039107,-0.12788355371094,0.955318984856878,2.53761930745445,0.626662759155841,0.500730154224922,0.0669100932099985,87
0.0558712827492702,1.58476057335258,0.247432276701912,0.316053165018427,9.08470984346475,-0.807490652427284,0.412155258868735,2.67530384929157,0.922594895054176,0.586527878482822,0.0770734862327158,88
0.0508954818071724,0.831304180301403,0.32214847760659,3.11469565171437,9.63473605220344,0.273408449899859,0.927824316272652,2.18264161557592,0.862609467046319,0.582076023785184,0.0670808009198616,90
0.0547845933609166,2.65385372005619,0.965361602766101,0.504159922818214,9.05141119157922,1.43044334827344,1.14105454377663,1.21069978122172,0.533767325543402,0.332179338084166,0.0586099619879863,95
0.0493301206018432,3.53313544194069,0.349971492470037,0.628695709205923,9.29884098772633,0.554895463268829,1.2562981204069,2.44526266371499,0.577711198856328,0.622538597012007,0.0661718445528539,218
0.0585075943973113,3.02065802137604,0.285215530261819,0.529341394780016,9.03041700526683,1.41303395744961,0.763397007786581,2.26368029660265,0.903586444031138,0.476294666814365,0.0688442700877384,219
0.0710689442980952,2.14988488375827,0.212788738049659,0.155951895139704,8.09085694809933,0.0172291620008027,0.36442559085899,2.88737657909511,0.924186005145057,0.684887775061711,0.089635046348803,220
0.0569705575615668,1.93315304873299,0.295132821487235,0.823332508199612,9.82013276746593,-0.285414205622615,0.103086826081386,2.31137447772294,0.928578334218139,0.654495195624691,0.0910302380852583,221
0.0598600896261191,3.26707936360829,0.32232840482548,0.879041185639514,8.63715699058614,-0.453170812734237,-0.0545279332222396,2.33955690957182,0.340623486802036,0.318890553386681,0.0709771875872507,223
0.0507468946860336,2.71567874633419,0.450453166931027,0.590455009501063,9.7273714244015,0.789702368229115,0.310239684691053,2.42575274492792,0.680490762444831,0.646258094972101,0.0780604456491739,225
0.0561016694837083,1.77504033179206,0.326455171936291,2.98663698354048,9.42786821607712,0.789936290551337,1.42398105775292,2.1740147989875,0.801983650452864,0.592388083340896,0.0702241867847377,226
0.0441511530962129,2.70538441403624,0.424642698162797,1.73137272008519,9.67936233171155,0.362014709226682,0.128392575250349,1.88286304694191,0.731847751244478,0.661494879071663,0.0611161495025781,229
0.0657133565899557,3.00043754904452,0.345051934291725,1.25478082843607,10.3568542443123,0.0217389718683602,0.609962597232341,1.07762116808622,0.446394250429768,0.350205223871549,0.0460762127908004,230
0.0552619907483157,2.31323304063019,0.403202130716897,0.790978562728203,9.60727148050832,0.882895981874568,1.08547004485617,2.42481582519875,0.65491309730925,0.625700956758706,0.0661284450047483,232
0.0462103704503667,2.01983996542588,0.32376327932468,0.996753713466703,9.44321301079833,0.351855867228044,0.338382477451583,1.93772391714223,0.629269175382604,0.459131413739781,0.0679377320958783,233
0.0592110124626342,2.97020889537009,0.298883454786828,0.809574619135742,9.64338643469735,-0.639187491109543,0.291504638366158,1.9845746983787,0.667258972032141,0.495586926564474,0.056874500884257,234
0.0618304800217328,2.16532885763451,0.236088525642304,0.275654982501949,10.0209285971468,-0.546204505181992,0.5010695324895,2.15836519381122,0.786796992689843,0.571775586622803,0.0747928825513436,242
0.0539797478193074,1.52165416536709,0.291484015520371,1.16960944855295,9.29476464059508,0.197673908914664,0.812251162579586,2.46705675584505,0.52685542948413,0.508883048558249,0.090844042791934,243
0.0590428137955534,2.38171077140937,0.227464013149604,0.771265298758838,9.06824176205421,0.460794454968885,1.05120624892173,2.67409279614486,0.875727745052534,0.515161731148003,0.0730834149517043,245
0.0532032917964388,1.54487203489969,0.288599537776661,0.332246999415996,10.2108347419867,0.396967391241636,0.647551990819479,1.7370536023539,0.645892885583801,0.556726352978187,0.0663272773659798,247
0.0592485152378165,2.01846766601286,0.316555072157074,0.152467444699076,8.8164189404351,0.0806988732463891,0.243324635341367,2.9230538914951,0.535997666476326,0.727697515761393,0.0991693642286098,248
0.0624505094677451,2.34713276615872,0.26498838393783,0.55218773351248,9.30612535851979,0.595647304461151,0.431355109284393,2.32029028140551,0.532270352315438,0.30997122717026,0.0654643675619904,250
0.0661730642265299,2.49329689434949,0.36139639913756,0.396609342655085,8.74490471481809,0.520309724256461,0.102469822754845,2.40969291274001,0.901501567319687,0.678819448257932,0.0729876548917312,253
0.0554891543990392,1.38942356883622,0.315046693680592,1.03071823282531,8.90909709849396,-0.344318280995252,1.32748226582999,1.81820595388273,0.477074856538167,0.313309004618175,0.0706320748926328,255
0.0605656739263105,2.31061488280859,0.30960864056547,0.382728249961692,9.40316890354326,0.426738032057577,1.15768234340293,1.97272774843164,0.912487173208967,0.595387702682875,0.0698417771928891,257
0.0495046243967217,2.53379242424496,0.315847302433797,1.0244772408338,10.0324073059108,1.28091401351179,-0.630239010034326,1.69263876516395,0.338430627236229,0.575368225295599,0.0572041352904698,258
0.044961707670779,1.20940737417438,0.447190458115023,1.17114758417177,9.00128153725214,1.35936948212787,0.719864105850164,2.5657828104195,0.850062215904422,0.72852319866242,0.0959341003998276,259
0.0494926950543249,0.60477266248797,0.300893077163968,0.722828113852905,10.6428908401789,-0.508890420920081,1.18794257381416,2.64780721549505,0.383765431904164,0.507105936224499,0.0615855962786468,262
0.0638268570110383,1.48025114166763,0.236929353040228,0.287506675099192,8.68200982538545,0.402761249814226,-0.190362278885049,2.16733891412704,0.789002779729119,0.529987683841358,0.0706752154848573,264
0.0551414729990391,2.53365370155287,0.292262580470293,0.395913133565962,9.32508541564926,1.0109105112835,0.390735667810036,1.96970005145011,0.58642945777264,0.516318529659068,0.0565038010383656,266
0.0625969059651222,2.86284083463946,0.282398499539038,0.920495772566178,8.69531645370236,-0.144898260697438,-0.0702595431140563,2.61003403963812,0.947396490687002,0.687750913912739,0.0860095371623523,270
0.0601663843697485,1.46180115965143,0.237864052401543,1.06980168399133,8.10287668040342,1.0146643671494,-0.0249339429995573,2.95865727309406,0.814697678977925,0.594864730430796,0.0760556153592555,272
0.0601941166388045,3.15753100231527,0.288372112697452,0.867955553821792,9.33854553566803,-0.00371762688755172,0.707999452072058,1.9288125168482,0.78618940709641,0.397612741129628,0.0610969408242709,273
0.0691211406090445,2.93372473854605,0.247867708376181,0.445686895898801,9.96254567580803,-0.563691804975622,0.326705726077374,1.49001219970864,0.462745119097088,0.384549506415587,0.052271485372154,274
0.0594173857739289,2.73521487763846,0.450948256375953,0.391002413033785,9.44291780967327,0.690507024831153,0.514932711540917,1.80136849261251,0.570823741085479,0.462633325015098,0.058860671529714,276
0.0548832313197832,3.20472785601463,0.399503179632728,0.669226735269697,9.93167913684155,0.931738675182791,0.468822887157913,1.75585254962818,0.848068527582343,0.61241411720493,0.0600402157159711,277
0.0543207036233224,2.68565171790346,0.24030080380769,0.592178984397822,9.44977629641017,-0.564992067703846,0.0741961355963594,2.6741717187538,0.683863082899655,0.506987286173766,0.0736745861233207,278
0.0481090891210169,0.861589119256726,0.653077834774727,1.5408457122663,9.91951355476538,0.314339038708061,1.21674227351609,0.793456188803751,0.577264233668294,0.361696945175305,0.0652025783880339,280
0.0609633598746457,1.9739084417443,0.283450771333974,0.191250630988905,8.13457010216029,-0.709754490080494,0.0584948808762865,2.71100697791865,0.944172596165581,0.74646688384825,0.0931077842570945,281
0.0489095082000227,2.57462447173201,0.316008088603728,0.434336304930759,8.44090209533618,-0.831887636533785,0.65878278373231,3.22431799101502,0.78307348232342,0.607519292665006,0.0784660495957686,282
0.057715658095961,1.49684193450287,0.331461068866392,0.896486520061965,9.07604773012243,0.439978644950948,-0.107498969570493,2.02447896193996,0.731317660646486,0.388584409598495,0.0676080138479434,283
0.0583766423627015,2.45921097084412,0.226291723948943,0.512769455217205,9.70172249362578,-0.454271708651552,0.680120522404972,2.42447197470505,0.748022564058007,0.348885848958751,0.072629103669391,287
0.0577313347420136,1.27209631690243,0.549839240003587,0.467143158162062,11.3315125237577,-0.339679733415663,1.16004542644988,1.30919285516833,0.705411647818788,0.383710168241792,0.0450578087996942,290
0.0541148991111952,3.41081232783687,0.199907750394508,0.691515280175909,9.65813463516032,1.72982624318173,0.0358757702296867,2.4496216001878,0.912044931221765,0.486234438639794,0.071716355897875,293
0.0611363948305401,2.13385150616585,0.307446326988787,0.425105469476629,6.96773409097982,-0.0199045253589401,0.298986370705904,3.06194909091003,0.694583521688635,0.548247891436079,0.0793623067790143,294
0.0470431291968743,2.36117918765254,0.29915145064287,0.617391793056683,10.2180672425208,1.2789921068395,0.919246682522305,1.66384613672161,0.351376543600485,0.612838364626716,0.062511764840319,296
0.0604561284371936,0.924285942602979,0.233977394065815,3.46943817284663,9.92061245501376,-0.298857016434187,0.781484448437704,2.12286460595892,0.246960096108232,0.314541546925109,0.0797937988425933,298
0.0502665882188812,1.10914799189162,0.357797423575888,0.985263335662454,9.75944044601173,-0.237154123457753,0.685658773368153,2.24967916036089,0.741711779112087,0.695836847452444,0.0694164451189693,299
0.0602515910044751,2.86922688583015,0.24597300831074,0.380255918860008,9.49569249520566,0.204676158645867,1.48147629236889,2.32462001122753,0.75451539359262,0.608314325511662,0.0667016232867415,300
0.059725485014461,2.05408386697543,0.332012018477155,1.35887805285198,8.56797842627865,0.157327196923754,0.25715460591595,2.84552362918618,0.931272530244548,0.716432975945801,0.0855699955823339,301
0.0598151638180282,1.94372229211597,0.261491618314979,0.26209072678654,10.1254636446331,0.558242659690433,-0.264519336736727,1.80287594188644,0.810687299037499,0.646803898526705,0.0611963194642803,303
0.0504462277061677,1.17534325640542,0.403823968307728,2.11348390630011,7.98571914484638,0.490271523281881,0.542297505731588,2.02826977986724,0.303726092008884,0.392562689664761,0.0616192764958727,305
0.0664308782901653,1.82801890412519,0.213282966423605,0.753188782704156,8.23326790879032,0.525284717586609,0.959052171286848,3.03019073757387,0.920598487174371,0.590399995623451,0.0885714305176301,307
0.0676864575443506,2.13068095843058,0.242849990191418,0.700093790519082,8.22014617308409,0.523657871013875,-0.0528704495707735,2.747711896184,0.872377020732844,0.77676450663242,0.0906563160811517,309
0.0479821332075303,1.0538113581385,0.523394072383284,0.296591568520791,9.08995540215025,0.0181206055568414,-0.540968835725045,1.96196124632165,0.703855218862738,0.634019786084306,0.0755134473568371,311
0.0606672686211654,1.24898753602553,0.254590250546264,0.38353326044752,10.0834302676975,0.533065628537358,-0.244789221125345,2.23199292691871,0.342901458608515,0.585751002513509,0.080069482043945,313
0.0514803842081077,1.81454391624055,0.231791596216165,1.25670363890594,8.91182530356544,0.711443235546976,0.506118359733648,2.96769615197967,0.832854265706641,0.721521176879119,0.119810410331519,314
0.0521368061009009,2.14154597044603,0.310995414200787,0.650917722309835,8.80706147443356,-0.440764766844832,0.241629182120882,3.10887314490579,0.425889233012401,0.36997243599175,0.0913800863749015,315
0.0615144551231094,2.56140196259568,0.26997047924272,1.32692059846316,9.22449494455449,0.812978668735322,0.854263857416407,2.09779631160276,0.71734888627238,0.478723145133258,0.0604982037550205,316
0.0611870045555477,2.13882572426261,0.211205420126667,0.855999044468566,10.7636714641213,-1.29389142891714,-0.132576911301295,1.1983547473728,0.822293203683845,0.721270803452806,0.0558495706370771,317
0.047751056257771,1.21318400549633,0.601900398116909,2.78847807691033,10.2268527557774,0.326420608469513,-0.142814176271382,1.20713233470853,0.627206415818454,0.476696432016694,0.0524635506002224,318
0.0574783676177393,2.07615921063467,0.39552781203532,0.97123727755561,8.8036113724553,1.07012510812751,0.40330956130856,3.00347591031334,0.920634091459273,0.6604156669865,0.0843980403598614,319
0.0602692618514875,2.53077064210691,0.298452974382401,1.69101281800393,9.62254419109932,0.213142181891667,0.61752959626504,1.62490924831986,0.798122137135322,0.370174911359108,0.056108807634219,321
0.0470402824797219,1.59020825705756,0.485958191655678,0.428767775611676,9.10177499328852,0.757642620396114,1.11581471567228,2.30665046925231,0.579572071869821,0.623639082852275,0.0836385028552371,323
0.0398564982306287,1.20202018158474,0.425396393228216,0.728024756829142,10.2656012945321,0.668673573195075,0.681702564538527,1.70687175712688,0.682403488896759,0.56558652579916,0.0809410436908944,334
0.0604620121988713,2.26500541537192,0.233711950778142,0.305689243965617,8.98338214773426,-1.02864570702285,1.16269160521999,2.70510217094051,0.876601063341395,0.660435748659269,0.0833138616630647,335
0.0517984728128501,2.57628861302134,0.361470356743029,1.23706972199151,9.50100659122813,0.0499888918529222,1.50730252856219,2.40146064866146,0.654512789108582,0.527574032943949,0.0640586440691675,336
0.0506655142283563,3.11316205217677,0.432330879144879,1.3655431605677,8.36989269186254,0.990929076363297,0.802379112499376,2.18768783257471,0.507287471527672,0.483785779027061,0.0547997909938744,338
0.0531495367013578,1.16498256298663,0.30606128728126,0.414493180995386,8.49791665652508,1.23075870148717,0.894276914487181,2.77489037589325,0.749694970218663,0.651607404852943,0.08874557218751,340
0.0517375795472642,2.39928703701395,0.496866119644924,1.01716796839334,9.49804243800957,0.28004574308436,0.877361281762923,2.08618683556984,0.828106474084171,0.643693347240653,0.0713107953252057,341
0.0441922696394126,2.29579070390876,0.39659375400749,0.496843974643113,9.14715587928515,0.260239178359036,0.530255363016863,3.47713492684428,0.458569545824805,0.649365876516211,0.0938267775220022,342
0.0496560171236597,1.92107518968128,0.2768167140015,0.93196288170299,10.1131546237886,0.664883378779767,1.40230811807635,2.52287734004945,0.676032413545304,0.582628003361073,0.090824079945659,343
0.0647306062873326,1.71327877293211,0.292140249738944,0.866774217833902,9.5669395028477,-0.091127635547285,-0.144431923638018,1.7155240590056,0.53328175840499,0.561142913669487,0.0616302915344618,344
0.0554479997883025,2.85433081622521,0.306039716297767,1.07924727943254,9.04859641123237,0.169458529653175,0.921635609063401,2.72098836462344,0.526964139976953,0.478978537269662,0.0661037114812216,345
0.0665976789855186,2.20352720696174,0.269746770784925,0.0973876883312528,8.47137527629237,-0.220822601242604,0.976781610180203,2.78004462665752,0.938653980357949,0.65579108934684,0.100150023795669,346
0.0460227215323907,0.657343568997558,0.649521242706771,1.8915564999575,9.09053579230816,-0.390364117299906,0.678193555770136,1.60587594287674,0.783812876273584,0.521098278705145,0.0603919762104115,347
0.0515002294487575,2.15796796213711,0.430462980859624,0.392433595958577,8.84555693138243,0.706179462285193,1.23109302492853,2.54430088230091,0.527381346101558,0.549324690174148,0.0681543882136097,349
0.0642818479919915,1.94721584682899,0.207874443720759,1.41069244196378,9.18470781204148,-0.406366000543826,0.0620972876060725,2.23008522021637,0.907008531582998,0.349772994914962,0.0753582303044481,350
0.0613696488689209,2.77837970948522,0.27626519060313,0.431388090521465,9.40962665359692,-0.256721133083401,0.129467311163935,2.24892427787148,0.599435562557183,0.463383047741702,0.0624370220849511,352
0.0490126029321263,2.55496951200779,0.311561174726881,1.3474884338419,9.54422794536816,0.467716320084701,0.408766397830664,2.34202315701169,0.864146598865636,0.684465228373102,0.0717127019052872,354
0.0565898435821493,2.29792768839164,0.547821378076065,0.500145800096657,8.0647863080129,-0.437342421524685,0.915154586646227,2.91252845683767,0.814904149220401,0.503493137067612,0.0796150859693809,357
0.0575882229228323,2.4935567400225,0.305635042470242,0.898828506152407,8.4726983442254,-0.110347300160132,-0.188514916630708,2.45862951987202,0.726429988990837,0.279608064405079,0.0811322814731507,358
0.0616896133519985,2.08267839752137,0.355355575843245,0.59211823152074,8.94611136190518,0.27402804251063,0.702512783628459,2.55699717564854,0.926079683315477,0.593222813833399,0.0757523204208048,361
0.0515528855242683,1.57754436035545,0.377487654535636,0.626385011299081,9.03524861181901,0.409787072360446,0.92563578211645,2.42101464954602,0.613080926036592,0.564738917959238,0.0847787915601416,362
0.0499536773385314,2.24866222916674,0.320027919385522,0.918589273765847,8.63324946091978,0.575937305388494,0.665227174285591,2.70205856868779,0.655637051422099,0.55036342086522,0.0755152133364353,363
0.0573394869041014,2.5671050101062,0.293717102833125,1.19445049500452,9.31259673409769,0.275041587480855,1.1526378852048,2.37447986246698,0.447584945842255,0.409965242668484,0.0626793509146281,365
0.0623812758493819,1.99607691829627,0.32170108169446,0.373608240189725,9.92466951474289,-0.120607222120646,0.361207503217254,1.66653236864305,0.602682215966864,0.632250193790139,0.0571388056786398,367
0.0684936496352844,2.44147002834788,0.326094081842147,0.77823206032744,8.59875148227075,0.576550280887099,0.40879540910967,2.360942469836,0.910458851829068,0.60155086462707,0.0800652472827428,370
0.0666889901792768,2.12828696580002,0.255523850974437,1.5190382291389,9.55909809131629,-0.433071622575489,-0.117379479965174,1.74519511515114,0.809506174283196,0.346242332889694,0.0594872446167391,372
0.0597515848898466,3.01408353810367,0.331672519753428,0.631558705481705,9.33255759994934,0.0866075747892068,0.366586829065852,2.08219706117109,0.444139941075919,0.410092162486796,0.0550487562855386,373
0.0495129208669132,2.52760737656888,0.417857212324287,1.17183951835465,9.70136666314025,-0.474039563364904,0.912845853886722,2.04229563865645,0.68354703257369,0.399958657962399,0.0619518259010229,374
0.0580533710317644,2.14424152624525,0.356559227188271,0.981042837616068,8.5608128206261,0.918693918274729,0.756284515157701,2.65619307672843,0.887631893249949,0.695210585716475,0.0791027498293611,375
0.0558455773909801,2.44411658021196,0.378289703525105,0.987607523874825,8.45413240700124,0.2710370374898,-0.323754820045588,2.76592605600883,0.666801052675237,0.419771594690562,0.0725025659065397,376
0.0559761616937482,2.06786835222042,0.258548367555504,0.48431837908136,9.22316829338656,-0.178810543229887,1.34449019387569,2.85209676836513,0.946215100483321,0.619341632173818,0.108695695652389,380
0.072782972565971,1.80591406868233,0.304043698455401,0.540556745573467,9.96955679053078,0.0805692554218728,0.447648002355268,1.10945005828873,0.551470813753907,0.269609661841839,0.0439777124133272,382
0.047629522774775,1.24830220296069,0.302355091266282,2.71421582260512,9.4891390755035,1.16209479273953,0.0434111649650535,1.70017855266293,0.58795805600561,0.390926407749137,0.0550654765136754,386
0.0538758159337437,2.95722540818401,0.343177652210757,0.705841722787726,10.4376275764567,0.0532198205858056,0.235792801938934,2.02914065193739,0.447792129170511,0.49177895872831,0.0609346407142283,387
0.0645015252774042,2.45822184640872,0.315442981649865,0.912309118582345,8.88547508376538,-0.186411437204685,-0.170470847714661,2.12414575600011,0.437033871757279,0.277657030896557,0.0612240746815111,390
0.0528453468478679,0.5851019435186,0.316895342623845,1.97730649675976,8.74551715461034,0.459099520202984,0.374228316576512,2.12312346549266,0.388739042397094,0.483040628142322,0.0494738105231663,391
0.0566405587856966,2.91053854343046,0.286662103392508,0.880155466097826,9.27537940883114,-1.03209371405789,-0.174438637028173,2.3460384435948,0.595771358817047,0.292339170055635,0.0626743928062853,397
0.0563749533059593,2.75612069835017,0.348975901557395,1.17015314802969,9.86233076806824,0.120682036010612,0.12752394777678,1.66661593776342,0.529980679881188,0.450886919933354,0.0588900242882548,398
0.0537973001869114,2.18001867308475,0.273332316422512,1.88347526802428,8.18198436823726,0.707160784751654,0.786217653717438,2.85778178735362,0.551298292634964,0.58130964451641,0.0867069773042212,399
0.0520760200293054,2.11239480341,0.316669231594145,0.484619061707213,8.87276532464967,-0.108528769049865,-0.288728829754672,2.22855392158791,0.558618160682839,0.677788625283594,0.074742894800201,401
0.0548140936210288,1.98061853755094,0.301053888258006,1.167047356624,9.76925639385755,1.25374104802669,0.222319093835745,2.09624172008476,0.634265629130714,0.365367829102822,0.0714204422777591,402
0.0608143196239464,2.11704722602516,0.285286128499721,0.754161968892345,8.86204644372279,0.0813582106384221,-0.170904886339852,2.25958914755138,0.851101604930423,0.639402567219875,0.0760724656844017,403
0.0618248105089516,2.11829851923616,0.245091964033923,0.753136589217144,8.44655993959628,0.432533675829265,-0.22804634451081,2.32674009685996,0.84335065879322,0.732119736128636,0.0736432213445732,404
0.0499152596931161,1.56401618653813,0.368320671972376,1.9438659991159,11.3950454602836,0.762405518797128,0.197963214005975,1.12433203778289,0.399067790420047,0.414776066410293,0.050028317582469,405
0.0622017231216796,1.39067325234647,0.248143688661289,0.711654063034391,9.25421086566456,-0.226533944755364,1.06721114595717,2.36908634313753,0.85729898177064,0.674334709364068,0.0931282153511614,406
0.0570991325269705,1.87924710939178,0.288343853743651,1.11635981879554,8.38419522541504,0.105377900161385,0.531271346086076,2.40723547000387,0.624405628071129,0.515959820351059,0.0864264496497954,407
0.0595029603566288,1.64622579006224,0.348306609136636,0.435732585498031,8.53559340655075,-0.142091995925798,0.346469301211749,2.62743550246288,0.536396970810944,0.406668198720489,0.0754995439098536,408
0.0478309487690101,1.92534832620026,0.313784006982032,0.821360918832458,8.26995578334697,-0.17812624594855,0.133292773151623,3.69125953555826,0.525174538835022,0.568218944062979,0.0920177975465755,412
0.0554408072540868,2.38959615649392,0.385219718533942,0.794479729190847,8.7788755255161,0.449783951726184,0.168707697063681,2.3891935771929,0.463253246691909,0.640272072001841,0.0703069263985718,414
0.0498326193720634,1.56606538823156,0.491452911397408,1.69051177067589,9.56173627062611,1.69684125982135,1.34695762931342,1.58818171853206,0.658619714276204,0.615971640185199,0.0617366630286447,418
0.0538745456202563,2.25428497522486,0.298839352067099,1.1311907501315,9.79543882954046,0.536024567505616,0.762742084007911,2.27719096535878,0.814402351696888,0.647265061690971,0.0754442087434436,421
0.0534516186305655,2.70278733302985,0.314103434671911,1.02809713965097,10.5346129802415,-0.00283751496821061,-0.243373511896456,2.0939665472422,0.417905914170091,0.652344773093768,0.0726255903318059,424
0.0648077365140062,2.01767064186979,0.236887741158328,0.660212510027242,9.04521280688599,-0.0346792089130522,0.204519001751863,2.02987040971251,0.761195273684326,0.413853510327695,0.0642517153227743,431
0.0632080757765027,2.04759789318261,0.372812522430984,0.532187280965068,8.08282948390258,0.34037400599177,0.0437904056326666,2.37118951796617,0.584813060314208,0.383469867666139,0.0597888795335517,432
0.0713474146283062,2.73776492185147,0.2725758346432,1.01410986948226,10.3058594585912,-0.719748629054702,-0.0431887051648151,1.49650028622405,0.884953665590374,0.275858077201235,0.0487441166982103,434
0.0503074664899074,1.59053213162702,0.243552150979316,0.33710374748759,10.431724914392,0.173820981288443,1.48773179757808,2.43144416890918,0.417511665734878,0.455456077620153,0.0730168389780274,435
0.0581312085217673,2.22935943240126,0.367192422454726,0.668961655866458,9.02418050088689,-0.104938526225755,-0.149234967799021,2.08421117089903,0.8325100442082,0.397500509859904,0.0689621820882725,442
